panel,organism,sand_group,day,concentration,series_type,experiment,confidence,shape,units
L_ECWR1,ECWR1,L,4.811,18.73,breakthrough,L2,medium,circle,cfp/ml
L_ECWR1,ECWR1,L,4.813,0.5698,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,4.841,6.86,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,5.16,12.77,breakthrough,L5,medium,diamond,cfp/ml
L_ECWR1,ECWR1,L,5.179,0.6082,breakthrough,L3,high,square,cfp/ml
L_ECWR1,ECWR1,L,5.184,17.43,breakthrough,L2,medium,circle,cfp/ml
L_ECWR1,ECWR1,L,5.216,7.342,breakthrough,L5,medium,diamond,cfp/ml
L_ECWR1,ECWR1,L,5.483,11.55,breakthrough,L5,medium,diamond,cfp/ml
L_ECWR1,ECWR1,L,5.801,0.3021,breakthrough,L3,high,square,cfp/ml
L_ECWR1,ECWR1,L,5.806,10.64,breakthrough,L5,medium,diamond,cfp/ml
L_ECWR1,ECWR1,L,5.843,5.595,breakthrough,L2,medium,circle,cfp/ml
L_ECWR1,ECWR1,L,6.179,0.2966,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,6.187,0.4421,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,6.205,6.964,breakthrough,L2,high,circle,cfp/ml
L_ECWR1,ECWR1,L,6.78,0.2052,breakthrough,L2,high,circle,cfp/ml
L_ECWR1,ECWR1,L,6.828,5.857,breakthrough,L2,medium,circle,cfp/ml
L_ECWR1,ECWR1,L,7.04,5.899,breakthrough,L2,low,circle,cfp/ml
L_ECWR1,ECWR1,L,7.1,0.2328,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,7.202,10.98,breakthrough,L5,medium,diamond,cfp/ml
L_ECWR1,ECWR1,L,7.239,5.045,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,7.246,0.2229,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,7.25,0.3322,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,7.816,0.3467,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,7.837,8.309,breakthrough,L5,high,diamond,cfp/ml
L_ECWR1,ECWR1,L,7.999,0.1527,breakthrough,L5,low,diamond,cfp/ml
L_ECWR1,ECWR1,L,8.059,3.17,breakthrough,L5,high,diamond,cfp/ml
L_ECWR1,ECWR1,L,8.106,0.1883,breakthrough,L3,low,square,cfp/ml
L_ECWR1,ECWR1,L,8.196,0.2791,breakthrough,L3,low,square,cfp/ml
L_ECWR1,ECWR1,L,8.253,0.1846,breakthrough,L3,low,square,cfp/ml
L_ECWR1,ECWR1,L,8.766,0.17,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,8.801,0.2569,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,8.812,6.935,breakthrough,L2,high,circle,cfp/ml
L_ECWR1,ECWR1,L,8.847,2.183,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,8.974,0.1353,breakthrough,L2,low,circle,cfp/ml
L_ECWR1,ECWR1,L,9.052,2.501,breakthrough,L2,medium,circle,cfp/ml
L_ECWR1,ECWR1,L,9.108,0.1399,breakthrough,L3,medium,square,cfp/ml
L_ECWR1,ECWR1,L,9.24,5.611,breakthrough,L5,high,diamond,cfp/ml
L_ECWR1,ECWR1,L,9.241,0.1303,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,9.242,2.283,breakthrough,L4,medium,triangle,cfp/ml
L_ECWR1,ECWR1,L,9.839,2.142,breakthrough,L4,high,triangle,cfp/ml
L_ECWR1,ECWR1,L,9.854,4.837,breakthrough,L5,high,diamond,cfp/ml
L_ECWR1,ECWR1,L,11.474,6533,breakthrough,L5,high,diamond,cfp/ml
L_ECWR1,ECWR1,L,0.163,37.25,seeding,,low,filled,cfp/ml
L_ECWR1,ECWR1,L,0.183,19.17,seeding,,low,filled,cfp/ml
L_ECWR1,ECWR1,L,0.357,19.46,seeding,,low,filled,cfp/ml
L_ECWR1,ECWR1,L,0.815,14.98,seeding,,low,filled,cfp/ml
L_ECWR1,ECWR1,L,0.991,17.7,seeding,,low,filled,cfp/ml
L_ECWR1,ECWR1,L,1.102,1.277e+04,seeding,,low,filled,cfp/ml
L_ECWR1,ECWR1,L,1.161,1.822e+04,seeding,,low,filled,cfp/ml
L_ECWR1,ECWR1,L,1.188,4461,seeding,,low,filled,cfp/ml
L_ECWR1,ECWR1,L,1.227,2.7e+04,seeding,,low,filled,cfp/ml
L_ECWR1,ECWR1,L,1.878,2.74e+04,seeding,,low,filled,cfp/ml
L_ECWR1,ECWR1,L,2.06,2.508e+04,seeding,,low,filled,cfp/ml
L_ECWR1,ECWR1,L,2.205,8744,seeding,,low,filled,cfp/ml
